supplier,amount,department,account,cost_center,project_id,personnel,reference,tax_persentage,city,created_at,Test_category
supplier0,623120,department0,1,CC8,P4,EMP8,REF0,0,Skovde,2019/07/08 15:22:45,Test_category0
supplier0,918283,department8,1,CC1,P0,EMP3,REF4,0,Vaxjo,2016/02/19 13:42:26,Test_category7
supplier0,93977,department5,0,CC2,P8,EMP9,REF10,25,Vaxjo,2017/07/09 17:56:44,Test_category2
supplier5,723662,department4,3,CC4,P5,EMP9,REF0,10,Lulea,2023/06/07 08:23:06,Test_category3
supplier1,478801,department3,9,CC4,P6,EMP2,REF9,25,Lindkoping,2022/11/06 16:35:29,Test_category3
supplier9,127900,department9,1,CC3,P5,EMP0,REF3,20,Skovde,2018/05/02 11:12:55,Test_category6
supplier7,851228,department9,7,CC2,P4,EMP9,REF6,20,Uppsala,2017/04/15 12:32:43,Test_category7
supplier3,812866,department1,3,CC3,P6,EMP3,REF6,0,Skovde,2022/05/14 12:44:25,Test_category5
supplier2,769725,department0,5,CC0,P6,EMP2,REF6,0,Lindkoping,2021/04/11 13:05:20,Test_category0
supplier6,786131,department5,7,CC8,P8,EMP0,REF0,10,Sundsvall,2017/04/23 09:23:23,Test_category8
supplier9,273553,department3,0,CC5,P4,EMP1,REF5,10,Lulea,2018/12/02 16:51:36,Test_category2
supplier6,391277,department8,10,CC10,P2,EMP7,REF10,10,Stockholm,2015/01/06 09:59:08,Test_category1
supplier0,729337,department3,1,CC7,P9,EMP6,REF5,20,Gothenburg,2022/11/18 17:02:12,Test_category9
supplier0,597997,department9,2,CC8,P10,EMP2,REF1,10,Skovde,2019/07/29 14:50:09,Test_category4
supplier1,4654,department9,7,CC8,P2,EMP7,REF3,0,Gothenburg,2022/08/20 17:41:26,Test_category9
supplier5,140330,department4,2,CC2,P2,EMP6,REF5,20,Norrkoping,2017/11/18 14:25:44,Test_category2
supplier8,149611,department10,10,CC2,P8,EMP8,REF0,0,Uppsala,2024/10/12 09:30:56,Test_category3
supplier0,947331,department10,3,CC3,P3,EMP1,REF8,0,Malmo,2022/12/05 16:15:13,Test_category4
supplier9,464674,department7,3,CC6,P7,EMP9,REF8,10,Uppsala,2015/05/29 09:23:17,Test_category5
supplier9,627531,department7,4,CC0,P2,EMP2,REF5,20,Stockholm,2022/06/03 13:03:07,Test_category6
supplier0,949363,department6,9,CC6,P8,EMP7,REF4,20,Sundsvall,2023/05/20 15:38:19,Test_category0
supplier3,93203,department2,0,CC1,P1,EMP2,REF4,20,Norrkoping,2019/07/29 12:29:28,Test_category4
supplier7,627012,department0,2,CC3,P10,EMP2,REF10,0,Norrkoping,2015/05/16 09:42:57,Test_category4
supplier7,758182,department7,10,CC1,P8,EMP3,REF5,25,Skovde,2022/03/27 12:07:22,Test_category4
supplier9,165183,department9,6,CC6,P0,EMP6,REF5,0,Lulea,2022/03/01 16:30:35,Test_category7
supplier6,252881,department4,3,CC6,P7,EMP7,REF3,10,Vaxjo,2015/01/16 10:20:53,Test_category0
supplier3,521986,department5,10,CC8,P10,EMP3,REF4,25,Uppsala,2019/05/07 16:32:46,Test_category6
supplier10,668067,department1,8,CC2,P8,EMP9,REF7,20,Vaxjo,2022/02/28 09:18:29,Test_category9
supplier10,456641,department10,9,CC7,P4,EMP9,REF8,10,Stockholm,2021/10/10 17:44:21,Test_category8
supplier2,807444,department6,10,CC6,P0,EMP9,REF2,0,Norrkoping,2019/09/02 15:39:46,Test_category0
supplier10,406976,department1,8,CC6,P0,EMP6,REF8,0,Norrkoping,2018/03/06 09:08:13,Test_category4
supplier6,151031,department2,0,CC5,P2,EMP7,REF6,25,Lindkoping,2016/11/27 10:23:27,Test_category6
supplier1,447109,department7,4,CC1,P8,EMP5,REF4,0,Vaxjo,2023/02/11 08:23:46,Test_category1
supplier3,385224,department1,1,CC5,P0,EMP0,REF5,0,Norrkoping,2018/03/17 17:31:06,Test_category7
supplier10,184188,department10,9,CC5,P9,EMP8,REF2,0,Skovde,2023/10/14 16:45:24,Test_category1
supplier1,355259,department1,6,CC8,P8,EMP5,REF5,0,Stockholm,2024/04/15 13:01:43,Test_category3
supplier0,552972,department2,6,CC2,P7,EMP7,REF7,10,Vaxjo,2020/11/11 10:50:09,Test_category7
supplier7,465713,department4,9,CC0,P6,EMP0,REF3,10,Stockholm,2020/02/13 13:57:30,Test_category9
supplier6,824643,department2,6,CC6,P10,EMP5,REF10,25,Vaxjo,2024/12/10 17:11:53,Test_category0
supplier5,708799,department7,0,CC0,P1,EMP0,REF4,10,Norrkoping,2015/06/16 17:09:17,Test_category1
supplier9,941958,department9,0,CC10,P4,EMP4,REF10,10,Uppsala,2016/04/13 11:39:01,Test_category2
supplier0,179980,department10,2,CC9,P10,EMP8,REF8,25,Vaxjo,2018/09/19 10:30:40,Test_category3
supplier7,314373,department6,4,CC8,P2,EMP5,REF7,25,Gothenburg,2016/11/01 11:15:50,Test_category4
supplier9,761185,department6,3,CC7,P8,EMP5,REF5,25,Sundsvall,2019/05/30 15:00:31,Test_category9
supplier8,701904,department6,8,CC4,P4,EMP8,REF3,25,Vaxjo,2020/09/22 14:58:54,Test_category2
supplier6,433586,department9,7,CC1,P8,EMP7,REF7,25,Uppsala,2015/07/22 13:19:37,Test_category0
supplier6,278954,department8,0,CC9,P4,EMP4,REF0,0,Malmo,2017/05/30 11:33:07,Test_category4
supplier3,423032,department9,4,CC5,P2,EMP9,REF2,10,Norrkoping,2017/06/23 14:29:49,Test_category10
supplier10,864076,department1,0,CC4,P10,EMP10,REF7,10,Stockholm,2024/10/13 13:25:13,Test_category6
supplier8,925804,department7,10,CC5,P7,EMP7,REF2,0,Lulea,2024/04/10 09:22:38,Test_category9
supplier9,804960,department10,6,CC7,P5,EMP10,REF0,20,Skovde,2024/11/21 08:20:04,Test_category6
supplier10,549807,department7,5,CC1,P7,EMP5,REF4,25,Vaxjo,2022/01/25 16:50:52,Test_category4
supplier0,876411,department3,3,CC4,P10,EMP1,REF0,10,Vaxjo,2017/01/02 17:44:20,Test_category9
supplier9,696891,department6,4,CC5,P8,EMP7,REF10,25,Malmo,2021/09/04 13:20:45,Test_category5
supplier1,46558,department0,3,CC0,P3,EMP5,REF7,0,Skovde,2015/06/07 12:35:53,Test_category6
supplier6,953806,department4,8,CC9,P8,EMP5,REF8,25,Malmo,2021/12/26 09:28:13,Test_category7
supplier5,123296,department6,3,CC8,P5,EMP9,REF8,25,Skovde,2021/05/03 11:06:54,Test_category2
supplier2,508463,department4,5,CC3,P2,EMP7,REF7,25,Vaxjo,2022/07/09 09:21:52,Test_category2
supplier7,936204,department3,6,CC9,P1,EMP4,REF10,20,Skovde,2023/10/17 16:56:05,Test_category7
supplier4,118948,department1,9,CC7,P4,EMP1,REF6,20,Vaxjo,2024/11/20 12:42:27,Test_category1
supplier3,78795,department8,9,CC6,P4,EMP10,REF7,20,Stockholm,2024/07/31 14:36:15,Test_category2
supplier10,110436,department10,4,CC5,P0,EMP10,REF7,0,Lulea,2017/07/16 15:22:18,Test_category4
supplier6,864078,department10,6,CC9,P0,EMP10,REF2,0,Malmo,2019/01/21 09:08:44,Test_category4
supplier1,886955,department9,6,CC4,P7,EMP9,REF4,10,Malmo,2018/10/15 10:43:09,Test_category8
supplier0,77997,department7,3,CC0,P7,EMP0,REF4,25,Lindkoping,2015/02/09 14:52:24,Test_category7
supplier6,634094,department4,9,CC3,P2,EMP8,REF7,20,Norrkoping,2018/09/20 17:06:34,Test_category8
supplier3,795377,department10,8,CC1,P1,EMP3,REF6,10,Uppsala,2018/03/18 16:10:20,Test_category5
supplier3,643669,department7,0,CC6,P5,EMP0,REF2,20,Uppsala,2019/03/09 12:29:07,Test_category1
supplier5,506153,department3,0,CC8,P9,EMP6,REF1,20,Malmo,2024/08/09 10:29:28,Test_category9
supplier8,447431,department1,4,CC6,P6,EMP3,REF10,10,Skovde,2016/02/28 15:01:44,Test_category7
supplier8,906693,department10,7,CC7,P3,EMP9,REF4,0,Sundsvall,2020/08/21 10:56:45,Test_category7
supplier7,890085,department8,8,CC10,P5,EMP5,REF2,25,Lindkoping,2021/10/17 15:19:53,Test_category9
supplier3,17919,department3,2,CC1,P10,EMP0,REF3,20,Stockholm,2016/03/19 11:37:47,Test_category4
supplier2,389876,department8,3,CC3,P3,EMP5,REF7,20,Gothenburg,2023/03/25 09:48:24,Test_category2
supplier3,77968,department5,1,CC8,P1,EMP3,REF10,25,Malmo,2018/03/04 12:36:57,Test_category6
supplier5,615915,department10,1,CC7,P3,EMP7,REF3,10,Skovde,2023/08/05 12:17:20,Test_category8
supplier2,51086,department0,10,CC4,P6,EMP7,REF3,10,Norrkoping,2024/06/03 09:17:58,Test_category8
supplier5,633487,department7,3,CC5,P0,EMP7,REF3,20,Skovde,2021/11/06 16:36:10,Test_category6
supplier5,103363,department9,1,CC9,P3,EMP10,REF1,25,Lulea,2018/10/30 13:56:19,Test_category7
supplier7,87293,department4,9,CC10,P7,EMP10,REF9,10,Skovde,2019/01/23 15:16:49,Test_category1
supplier7,671913,department3,10,CC9,P9,EMP3,REF7,25,Stockholm,2019/10/31 08:34:50,Test_category9
supplier9,285647,department9,5,CC10,P10,EMP1,REF0,10,Gothenburg,2024/07/11 12:18:10,Test_category5
supplier9,74384,department4,9,CC0,P8,EMP0,REF8,25,Lulea,2015/01/05 12:42:25,Test_category9
supplier0,72395,department10,5,CC10,P8,EMP5,REF3,10,Sundsvall,2024/11/27 16:47:12,Test_category5
supplier9,131609,department9,1,CC3,P3,EMP6,REF7,10,Vaxjo,2017/12/23 08:30:07,Test_category8
supplier5,164521,department0,1,CC6,P8,EMP0,REF9,25,Stockholm,2022/04/28 12:36:21,Test_category0
supplier10,995527,department6,10,CC5,P0,EMP2,REF9,0,Vaxjo,2016/05/22 14:46:33,Test_category8
supplier2,972883,department2,1,CC1,P8,EMP10,REF5,0,Stockholm,2015/07/12 12:20:23,Test_category6
supplier6,807035,department0,6,CC5,P9,EMP10,REF2,20,Lulea,2015/02/21 10:23:00,Test_category1
supplier1,518665,department5,0,CC10,P4,EMP1,REF7,10,Norrkoping,2020/01/18 11:17:19,Test_category9
supplier3,919182,department8,8,CC7,P4,EMP3,REF6,25,Gothenburg,2022/05/14 09:20:32,Test_category9
supplier5,237457,department2,3,CC6,P3,EMP1,REF1,0,Vaxjo,2017/09/07 10:21:45,Test_category10
supplier9,523104,department7,7,CC5,P1,EMP3,REF7,0,Lulea,2019/04/15 14:42:48,Test_category8
supplier1,589943,department9,6,CC8,P10,EMP9,REF6,25,Malmo,2016/08/23 13:55:27,Test_category8
supplier8,464074,department0,8,CC2,P6,EMP7,REF1,0,Sundsvall,2021/04/16 12:24:04,Test_category0
supplier7,432337,department1,6,CC10,P1,EMP9,REF3,25,Lulea,2018/08/02 11:34:15,Test_category5
supplier2,552429,department1,7,CC3,P2,EMP0,REF9,0,Lulea,2024/07/17 09:53:50,Test_category3
supplier5,413620,department9,9,CC9,P8,EMP5,REF8,25,Stockholm,2020/01/25 11:36:26,Test_category3
supplier4,182764,department8,4,CC8,P5,EMP0,REF4,0,Malmo,2022/03/07 15:45:22,Test_category5
supplier7,619990,department1,0,CC3,P3,EMP8,REF0,0,Vaxjo,2022/12/23 10:40:28,Test_category10
supplier10,739979,department9,7,CC1,P3,EMP0,REF1,20,Norrkoping,2024/12/29 12:13:27,Test_category8
supplier9,591083,department1,9,CC9,P0,EMP1,REF0,25,Malmo,2015/04/06 08:16:40,Test_category5
supplier4,92515,department4,9,CC10,P9,EMP2,REF8,0,Gothenburg,2023/09/15 13:20:28,Test_category4
supplier1,762785,department3,6,CC4,P2,EMP3,REF4,10,Lindkoping,2018/08/20 15:52:15,Test_category6
supplier2,64280,department7,10,CC3,P9,EMP9,REF8,25,Skovde,2020/01/11 10:34:04,Test_category0
supplier6,679399,department8,4,CC10,P0,EMP0,REF5,10,Lindkoping,2023/02/18 15:36:56,Test_category2
supplier4,885716,department7,5,CC9,P10,EMP2,REF10,20,Malmo,2017/12/31 12:38:44,Test_category2
supplier2,104853,department10,5,CC8,P0,EMP8,REF3,20,Gothenburg,2020/11/14 16:25:44,Test_category9
supplier4,305685,department7,6,CC9,P1,EMP0,REF3,25,Uppsala,2017/11/15 16:02:53,Test_category5
supplier7,445406,department3,0,CC6,P4,EMP0,REF10,0,Uppsala,2023/04/03 16:23:48,Test_category10
supplier9,126480,department5,1,CC2,P1,EMP7,REF0,20,Lulea,2018/10/29 14:19:23,Test_category10
supplier6,427681,department1,6,CC3,P3,EMP4,REF7,20,Lulea,2016/06/30 17:49:43,Test_category9
supplier2,650106,department1,7,CC6,P7,EMP1,REF1,25,Norrkoping,2019/03/07 11:04:37,Test_category2
supplier6,178783,department1,5,CC2,P8,EMP6,REF3,20,Malmo,2024/04/03 10:22:31,Test_category9
supplier1,214930,department2,0,CC2,P4,EMP1,REF1,25,Sundsvall,2015/03/02 08:03:40,Test_category7
supplier10,268638,department9,7,CC9,P0,EMP9,REF2,20,Skovde,2021/08/27 16:00:26,Test_category4
supplier4,76483,department0,6,CC6,P2,EMP4,REF4,10,Malmo,2019/12/12 15:54:56,Test_category9
supplier4,415474,department4,3,CC0,P8,EMP4,REF2,10,Lindkoping,2021/10/25 13:24:20,Test_category8
supplier8,207721,department8,1,CC3,P8,EMP10,REF4,0,Stockholm,2024/03/26 13:01:46,Test_category9
supplier0,622036,department0,7,CC9,P5,EMP6,REF2,25,Vaxjo,2021/05/23 15:06:18,Test_category7
supplier1,981230,department4,7,CC1,P1,EMP8,REF6,10,Norrkoping,2020/04/13 12:09:46,Test_category5
supplier6,764814,department6,8,CC10,P10,EMP0,REF6,20,Sundsvall,2016/10/07 14:58:03,Test_category4
supplier9,52301,department3,0,CC0,P4,EMP10,REF0,0,Stockholm,2022/02/14 09:27:22,Test_category4
supplier4,454067,department7,9,CC4,P10,EMP2,REF3,25,Uppsala,2017/10/23 16:51:40,Test_category4
supplier5,256490,department8,10,CC1,P8,EMP5,REF10,0,Lulea,2024/06/01 15:28:02,Test_category3
supplier7,87210,department3,3,CC5,P4,EMP3,REF7,25,Sundsvall,2021/04/11 12:17:43,Test_category5
supplier4,859627,department3,10,CC9,P8,EMP7,REF3,20,Sundsvall,2016/12/21 13:35:40,Test_category2
supplier2,315187,department4,2,CC0,P4,EMP7,REF9,25,Sundsvall,2017/03/20 08:48:34,Test_category10
supplier5,754838,department10,9,CC7,P6,EMP9,REF2,25,Uppsala,2018/07/01 09:28:35,Test_category6
supplier8,760104,department7,10,CC0,P7,EMP10,REF3,20,Gothenburg,2022/04/06 12:55:13,Test_category6
supplier8,749671,department8,5,CC9,P1,EMP3,REF0,0,Skovde,2017/03/15 13:34:56,Test_category10
supplier9,102581,department5,2,CC9,P1,EMP8,REF8,10,Stockholm,2016/01/29 17:14:14,Test_category4
supplier0,93343,department10,3,CC2,P3,EMP3,REF4,25,Skovde,2017/09/06 15:52:51,Test_category9
supplier0,120792,department2,10,CC7,P6,EMP5,REF6,0,Vaxjo,2023/04/22 08:55:25,Test_category8
supplier9,172537,department5,4,CC6,P7,EMP8,REF5,10,Gothenburg,2021/01/21 10:51:47,Test_category8
supplier5,132770,department1,8,CC5,P0,EMP0,REF9,25,Sundsvall,2016/07/01 16:10:03,Test_category4
supplier6,682835,department10,2,CC3,P8,EMP3,REF7,20,Norrkoping,2024/09/30 15:01:43,Test_category1
supplier6,636508,department5,0,CC4,P0,EMP1,REF1,20,Norrkoping,2017/08/20 11:37:34,Test_category9
supplier9,991511,department3,5,CC7,P8,EMP3,REF0,20,Sundsvall,2024/12/14 17:09:16,Test_category9
supplier10,619927,department7,8,CC8,P2,EMP3,REF2,25,Sundsvall,2020/01/19 13:48:44,Test_category5
supplier4,56196,department8,9,CC4,P3,EMP6,REF0,25,Gothenburg,2024/09/26 17:09:01,Test_category6
supplier8,715189,department1,1,CC5,P8,EMP8,REF1,20,Vaxjo,2015/06/26 16:26:29,Test_category8
supplier10,434634,department4,5,CC10,P3,EMP4,REF4,20,Gothenburg,2016/04/24 08:35:36,Test_category4
supplier2,774818,department6,6,CC2,P3,EMP0,REF8,0,Sundsvall,2019/09/21 14:50:26,Test_category8
supplier4,331533,department10,5,CC5,P4,EMP1,REF4,10,Gothenburg,2018/02/07 16:58:43,Test_category6
supplier10,722510,department0,7,CC0,P8,EMP10,REF4,20,Sundsvall,2015/07/03 12:49:53,Test_category8
supplier8,611140,department10,8,CC2,P8,EMP10,REF5,10,Skovde,2015/04/09 09:36:46,Test_category2
supplier5,337550,department9,2,CC3,P7,EMP5,REF7,0,Lindkoping,2024/12/04 15:36:47,Test_category8
supplier2,415777,department4,8,CC5,P0,EMP8,REF5,25,Lulea,2019/12/11 14:15:16,Test_category6
supplier0,778816,department7,4,CC10,P9,EMP6,REF0,25,Vaxjo,2019/06/04 13:03:52,Test_category7
supplier5,950256,department5,3,CC8,P10,EMP0,REF8,25,Sundsvall,2022/11/06 12:40:24,Test_category4
supplier1,358203,department0,2,CC4,P2,EMP3,REF10,20,Lulea,2024/08/29 15:11:57,Test_category6
supplier1,159479,department9,2,CC6,P5,EMP10,REF9,10,Lindkoping,2020/10/14 08:01:38,Test_category2
supplier3,44606,department1,7,CC5,P4,EMP2,REF8,10,Stockholm,2019/07/18 09:41:03,Test_category8
supplier8,525821,department10,2,CC7,P5,EMP5,REF6,25,Skovde,2020/08/16 15:17:12,Test_category4
supplier6,288518,department5,2,CC1,P6,EMP10,REF8,25,Uppsala,2016/03/10 08:01:53,Test_category1
supplier5,661913,department5,1,CC4,P2,EMP4,REF0,25,Sundsvall,2022/01/23 14:57:29,Test_category8
supplier0,661417,department3,0,CC6,P6,EMP2,REF8,20,Malmo,2022/07/24 11:19:53,Test_category1
supplier5,872150,department1,1,CC1,P7,EMP7,REF2,25,Gothenburg,2024/07/28 09:18:45,Test_category9
supplier7,991494,department10,3,CC6,P3,EMP1,REF5,25,Malmo,2015/03/15 08:14:25,Test_category10
supplier9,206900,department7,10,CC8,P6,EMP4,REF10,0,Lulea,2018/10/22 16:26:54,Test_category5
supplier6,969541,department3,0,CC6,P4,EMP4,REF2,10,Norrkoping,2022/07/07 08:51:21,Test_category8
supplier2,266514,department3,0,CC0,P7,EMP1,REF2,10,Uppsala,2020/06/25 17:05:22,Test_category2
supplier5,371126,department10,5,CC6,P6,EMP6,REF1,25,Norrkoping,2020/09/16 14:56:48,Test_category2
supplier8,486854,department8,5,CC2,P10,EMP3,REF7,25,Stockholm,2017/06/19 15:44:32,Test_category2
supplier8,853602,department7,8,CC1,P9,EMP5,REF3,25,Lulea,2015/02/14 09:56:57,Test_category4
supplier2,516197,department7,10,CC7,P9,EMP5,REF5,25,Gothenburg,2021/01/26 17:06:00,Test_category2
supplier6,511300,department7,5,CC1,P3,EMP9,REF0,20,Gothenburg,2021/09/27 15:10:28,Test_category1
supplier6,569480,department10,5,CC6,P1,EMP0,REF2,10,Lindkoping,2024/11/15 13:25:34,Test_category1
supplier9,556025,department6,2,CC0,P9,EMP4,REF2,20,Uppsala,2018/06/08 13:40:52,Test_category6
supplier10,280208,department8,6,CC0,P4,EMP0,REF1,10,Skovde,2018/04/29 08:24:43,Test_category5
supplier1,477615,department7,6,CC1,P5,EMP10,REF9,0,Norrkoping,2018/05/06 14:00:03,Test_category10
supplier6,908035,department8,3,CC3,P8,EMP7,REF5,10,Vaxjo,2021/01/11 11:41:50,Test_category7
supplier7,787404,department8,8,CC1,P6,EMP5,REF10,10,Gothenburg,2022/01/07 09:05:45,Test_category3
supplier8,201916,department4,5,CC6,P2,EMP6,REF9,25,Lulea,2015/07/04 09:47:35,Test_category7
supplier9,744931,department5,1,CC6,P2,EMP3,REF10,20,Vaxjo,2018/01/10 08:06:49,Test_category3
supplier6,786715,department6,8,CC9,P5,EMP2,REF2,10,Malmo,2025/01/08 13:52:49,Test_category5
supplier0,729704,department3,4,CC7,P5,EMP3,REF5,25,Malmo,2016/10/27 10:27:48,Test_category2
supplier7,249643,department8,6,CC7,P3,EMP2,REF2,0,Gothenburg,2019/05/23 14:31:49,Test_category9
supplier10,234299,department5,4,CC0,P3,EMP9,REF6,10,Gothenburg,2019/07/28 08:16:06,Test_category2
supplier2,769551,department2,10,CC5,P9,EMP3,REF8,20,Uppsala,2015/04/07 17:03:39,Test_category4
supplier3,723264,department5,6,CC9,P3,EMP9,REF1,10,Uppsala,2020/02/24 10:39:00,Test_category2
supplier7,988635,department1,7,CC5,P0,EMP7,REF6,0,Stockholm,2018/08/13 09:22:51,Test_category5
supplier6,119010,department7,3,CC7,P0,EMP4,REF2,10,Lindkoping,2018/08/26 15:16:16,Test_category5
supplier10,616537,department6,5,CC1,P8,EMP0,REF10,20,Vaxjo,2015/07/11 15:28:16,Test_category4
supplier3,583528,department2,3,CC2,P2,EMP1,REF9,10,Lulea,2018/06/22 17:58:17,Test_category1
supplier6,961493,department0,9,CC4,P1,EMP6,REF3,10,Vaxjo,2017/01/10 09:01:16,Test_category8
supplier9,715901,department4,10,CC3,P1,EMP3,REF9,10,Lindkoping,2022/05/12 12:44:12,Test_category6
supplier1,483564,department10,9,CC9,P1,EMP10,REF3,25,Gothenburg,2017/09/29 12:00:16,Test_category10
supplier0,745202,department0,6,CC2,P9,EMP6,REF5,25,Lindkoping,2019/10/31 13:44:02,Test_category6
supplier2,484840,department3,5,CC6,P7,EMP4,REF2,20,Uppsala,2018/05/09 13:27:56,Test_category4
supplier2,85463,department0,9,CC1,P8,EMP8,REF10,20,Sundsvall,2020/10/04 16:49:46,Test_category3
supplier10,919231,department7,4,CC7,P1,EMP9,REF4,25,Sundsvall,2022/08/20 08:49:10,Test_category0
supplier0,195219,department4,4,CC3,P10,EMP7,REF5,10,Vaxjo,2018/03/19 11:10:24,Test_category4
supplier10,427732,department5,0,CC6,P1,EMP0,REF3,0,Norrkoping,2017/01/11 17:58:32,Test_category0
supplier0,58820,department5,5,CC8,P10,EMP9,REF10,20,Skovde,2016/10/28 13:14:20,Test_category0
supplier3,452957,department9,7,CC9,P3,EMP8,REF8,20,Lulea,2016/09/04 08:30:08,Test_category6
supplier0,312079,department9,7,CC6,P3,EMP5,REF9,20,Stockholm,2024/01/29 11:15:48,Test_category8
supplier6,51965,department5,7,CC4,P10,EMP3,REF7,20,Skovde,2021/02/16 17:01:29,Test_category6
supplier0,725314,department3,4,CC2,P0,EMP0,REF5,25,Gothenburg,2021/05/07 14:50:47,Test_category9
supplier7,246933,department2,0,CC5,P9,EMP6,REF9,10,Malmo,2020/05/30 12:36:44,Test_category8
supplier7,157158,department6,3,CC2,P3,EMP1,REF4,20,Vaxjo,2024/06/15 16:50:53,Test_category4
supplier9,171419,department8,5,CC0,P0,EMP5,REF4,0,Skovde,2016/08/13 11:06:24,Test_category3
supplier2,824965,department9,1,CC0,P7,EMP3,REF9,20,Gothenburg,2019/03/03 08:09:33,Test_category8
supplier8,144994,department6,9,CC7,P9,EMP6,REF5,25,Sundsvall,2022/01/21 11:03:59,Test_category7
supplier6,492898,department10,9,CC7,P0,EMP4,REF10,0,Sundsvall,2024/08/20 16:22:58,Test_category8
supplier2,938720,department10,9,CC2,P1,EMP2,REF2,0,Lulea,2015/02/16 16:58:38,Test_category5
supplier3,682941,department2,7,CC0,P9,EMP3,REF10,25,Norrkoping,2023/10/06 11:47:59,Test_category7
supplier0,269399,department8,6,CC2,P5,EMP6,REF5,0,Malmo,2019/05/06 12:07:15,Test_category0
supplier9,69443,department2,8,CC7,P10,EMP0,REF4,25,Vaxjo,2019/08/08 15:17:45,Test_category5
supplier8,463264,department2,2,CC3,P6,EMP3,REF10,0,Norrkoping,2024/10/14 16:51:36,Test_category4
supplier3,447096,department4,2,CC3,P10,EMP6,REF5,20,Norrkoping,2021/11/30 16:02:51,Test_category5
supplier1,652791,department4,0,CC7,P3,EMP3,REF1,10,Gothenburg,2017/04/06 10:47:12,Test_category8
supplier1,904765,department2,6,CC4,P6,EMP9,REF3,0,Skovde,2017/08/16 12:15:00,Test_category9
supplier7,916261,department1,3,CC2,P9,EMP1,REF10,20,Gothenburg,2021/02/15 08:49:55,Test_category9
supplier10,64267,department6,0,CC6,P6,EMP7,REF10,0,Vaxjo,2021/03/04 13:08:02,Test_category2
supplier10,753722,department4,10,CC1,P3,EMP2,REF4,10,Gothenburg,2018/07/13 16:45:23,Test_category4
supplier2,841453,department9,6,CC4,P6,EMP3,REF10,25,Gothenburg,2023/11/02 09:41:27,Test_category1
supplier4,95906,department8,5,CC0,P4,EMP3,REF8,25,Sundsvall,2024/06/21 13:26:14,Test_category2
supplier7,312350,department9,3,CC6,P3,EMP5,REF3,0,Lulea,2022/06/01 11:35:19,Test_category3
supplier8,582256,department10,2,CC6,P3,EMP7,REF5,25,Malmo,2024/04/24 16:54:51,Test_category9
supplier3,456392,department7,2,CC0,P5,EMP6,REF10,10,Gothenburg,2022/02/23 15:54:32,Test_category5
supplier1,846406,department1,2,CC0,P2,EMP1,REF8,0,Lindkoping,2016/05/24 13:30:53,Test_category4
supplier2,209960,department2,8,CC5,P5,EMP2,REF6,25,Vaxjo,2016/10/04 14:38:26,Test_category2
supplier10,234447,department1,3,CC5,P9,EMP3,REF10,0,Vaxjo,2023/11/18 09:25:55,Test_category0
supplier9,874646,department6,6,CC3,P2,EMP4,REF10,10,Norrkoping,2016/11/28 17:19:58,Test_category8
supplier8,203537,department8,1,CC3,P10,EMP8,REF6,20,Stockholm,2019/05/28 08:00:14,Test_category6
supplier2,650419,department1,0,CC3,P5,EMP2,REF2,25,Sundsvall,2015/09/05 09:19:23,Test_category7
supplier6,436983,department6,10,CC7,P6,EMP9,REF3,25,Norrkoping,2015/03/03 11:35:10,Test_category10
supplier7,992034,department1,7,CC10,P10,EMP4,REF9,10,Gothenburg,2020/05/13 16:11:27,Test_category6
supplier3,399548,department4,9,CC3,P2,EMP9,REF0,20,Malmo,2017/06/17 11:18:39,Test_category0
supplier9,332523,department9,1,CC7,P5,EMP2,REF8,10,Vaxjo,2015/12/19 16:07:30,Test_category0
supplier8,784076,department2,2,CC0,P9,EMP3,REF9,10,Malmo,2015/03/25 17:02:14,Test_category9
supplier0,303781,department7,4,CC0,P8,EMP8,REF6,20,Malmo,2016/06/19 16:30:54,Test_category2
supplier6,726360,department3,3,CC6,P3,EMP6,REF10,10,Uppsala,2018/11/05 10:24:30,Test_category9
supplier10,802848,department4,10,CC2,P4,EMP3,REF6,20,Gothenburg,2022/03/06 13:29:11,Test_category10
supplier7,80923,department8,10,CC0,P4,EMP3,REF5,0,Gothenburg,2023/11/29 13:00:59,Test_category0
supplier8,299428,department7,9,CC3,P2,EMP6,REF10,0,Sundsvall,2018/07/28 16:46:39,Test_category5
supplier1,21624,department2,5,CC9,P3,EMP2,REF7,25,Lindkoping,2017/09/23 14:20:19,Test_category6
supplier1,294601,department1,6,CC5,P4,EMP2,REF8,10,Stockholm,2023/01/09 14:03:51,Test_category1
supplier0,460646,department9,8,CC5,P5,EMP8,REF8,25,Vaxjo,2025/01/14 14:57:23,Test_category2
supplier0,949558,department3,1,CC0,P1,EMP3,REF9,25,Stockholm,2017/04/24 16:24:29,Test_category8
supplier1,900794,department8,6,CC5,P2,EMP3,REF1,10,Skovde,2017/02/12 14:13:00,Test_category4
supplier7,957492,department0,2,CC9,P8,EMP0,REF6,0,Vaxjo,2016/04/12 17:19:52,Test_category8
supplier7,711392,department5,8,CC7,P3,EMP0,REF5,20,Gothenburg,2020/08/07 16:11:07,Test_category0
supplier3,906551,department0,3,CC8,P3,EMP6,REF2,25,Stockholm,2022/07/28 10:39:01,Test_category7
supplier2,917077,department0,0,CC5,P2,EMP9,REF6,20,Vaxjo,2019/06/17 15:34:40,Test_category5
supplier10,815883,department9,7,CC1,P7,EMP2,REF2,0,Vaxjo,2023/04/13 17:20:13,Test_category2
